improved_nbr_simple,0.0010976791381835938,0.0,bin_4,0.0,0.025567054748535156,5.1021575927734375e-05,1123.0,74.92578125,0.01624774932861328,1123.0,0.0,1123.0,100.0,4.0,0.025513172149658203,0.0,0.0020329952239990234,1123.0
naive_nbr,0.001123189926147461,0.0,bin_1,0.0,0.024672508239746094,6.461143493652344e-05,1191.0,74.95703125,0.01932525634765625,1191.0,0.0,1291.0,100.0,4.0,0.024605989456176758,0.0,0.0019500255584716797,1191.0
naive_nbr,0.0011131763458251953,0.0,bin_4,0.0,0.022324800491333008,6.890296936035156e-05,1116.0,75.01171875,0.016976118087768555,1116.0,0.0,1216.0,100.0,4.0,0.02225208282470703,0.0,0.0020961761474609375,1116.0
improved_nbr_simple,0.001112222671508789,0.0,bin_1,0.0,0.02863335609436035,5.4836273193359375e-05,1180.0,74.78515625,0.018910884857177734,1180.0,0.0,1180.0,100.0,4.0,0.02857494354248047,0.0,0.0019366741180419922,1180.0
naive_nbr,0.0011246204376220703,0.0,bin_1,0.0,0.024518489837646484,6.842613220214844e-05,1191.0,77.0625,0.01912236213684082,1191.0,0.0,1291.0,100.0,4.0,0.024448394775390625,0.0,0.0019452571868896484,1191.0
improved_nbr_simple,0.0010745525360107422,0.0,bin_4,0.0,0.025461912155151367,5.2928924560546875e-05,1123.0,76.92578125,0.016165971755981445,1123.0,0.0,1123.0,100.0,4.0,0.025406360626220703,0.0,0.0020275115966796875,1123.0
naive_nbr,0.0011172294616699219,0.0,bin_4,0.0,0.022584199905395508,7.510185241699219e-05,1116.0,76.97265625,0.017156600952148438,1116.0,0.0,1216.0,100.0,4.0,0.022505521774291992,0.0,0.0021071434020996094,1116.0
improved_nbr_simple,0.0010936260223388672,0.0,bin_1,0.0,0.028537273406982422,5.888938903808594e-05,1180.0,76.859375,0.018864870071411133,1180.0,0.0,1180.0,100.0,4.0,0.028475522994995117,0.0,0.0019185543060302734,1180.0
naive_nbr,0.0011470317840576172,0.0,bin_1,0.0,0.024668216705322266,6.842613220214844e-05,1191.0,77.10546875,0.019244909286499023,1191.0,0.0,1291.0,100.0,4.0,0.024597644805908203,0.0,0.0019459724426269531,1191.0
improved_nbr_simple,0.0010752677917480469,0.0,bin_4,0.0,0.025458335876464844,5.340576171875e-05,1123.0,76.96875,0.016124248504638672,1123.0,0.0,1123.0,100.0,4.0,0.025400400161743164,0.0,0.0020401477813720703,1123.0
naive_nbr,0.00112152099609375,0.0,bin_4,0.0,0.022543668746948242,7.104873657226562e-05,1116.0,77.01171875,0.01715564727783203,1116.0,0.0,1216.0,100.0,4.0,0.022470474243164062,0.0,0.0020928382873535156,1116.0
improved_nbr_simple,0.0011162757873535156,0.0,bin_1,0.0,0.028290748596191406,5.888938903808594e-05,1180.0,76.90234375,0.018486976623535156,1180.0,0.0,1180.0,100.0,4.0,0.028229236602783203,0.0,0.0019414424896240234,1180.0
naive_nbr,0.001149892807006836,0.0,bin_1,0.0,0.024658203125,6.723403930664062e-05,1191.0,77.1171875,0.01922154426574707,1191.0,0.0,1291.0,100.0,4.0,0.024589061737060547,0.0,0.0019402503967285156,1191.0
improved_nbr_simple,0.0010917186737060547,0.0,bin_4,0.0,0.02538323402404785,5.3882598876953125e-05,1123.0,76.98046875,0.01603531837463379,1123.0,0.0,1123.0,100.0,4.0,0.02532505989074707,0.0,0.0020308494567871094,1123.0
naive_nbr,0.0011143684387207031,0.0,bin_4,0.0,0.022389650344848633,6.961822509765625e-05,1116.0,77.02734375,0.017006874084472656,1116.0,0.0,1216.0,100.0,4.0,0.022318363189697266,0.0,0.0020966529846191406,1116.0
improved_nbr_simple,0.0011107921600341797,0.0,bin_1,0.0,0.02831244468688965,5.8650970458984375e-05,1180.0,76.91015625,0.018517255783081055,1180.0,0.0,1180.0,100.0,4.0,0.028250455856323242,0.0,0.0019185543060302734,1180.0
naive_nbr,0.0011603832244873047,0.0,bin_1,0.0,0.024731874465942383,6.985664367675781e-05,1191.0,77.12109375,0.01925206184387207,1191.0,0.0,1291.0,100.0,4.0,0.02465963363647461,0.0,0.0019800662994384766,1191.0
improved_nbr_simple,0.001094818115234375,0.0,bin_4,0.0,0.025728702545166016,5.435943603515625e-05,1123.0,76.99609375,0.016286611557006836,1123.0,0.0,1123.0,100.0,4.0,0.025670289993286133,0.0,0.002084493637084961,1123.0
naive_nbr,0.0011451244354248047,0.0,bin_4,0.0,0.02281785011291504,7.033348083496094e-05,1116.0,77.04296875,0.017287254333496094,1116.0,0.0,1216.0,100.0,4.0,0.022745847702026367,0.0,0.002175569534301758,1116.0
improved_nbr_simple,0.00115203857421875,0.0,bin_1,0.0,0.028676271438598633,6.198883056640625e-05,1180.0,76.92578125,0.018655061721801758,1180.0,0.0,1180.0,100.0,4.0,0.028611421585083008,0.0,0.002040386199951172,1180.0
improved_nbr_simple,0.005495309829711914,0.0,enron,0.0,0.3441760540008545,0.0021390914916992188,4983.0,103.34765625,0.20303773880004883,4983.0,0.0,4983.0,4423.0,4.0,0.34203362464904785,0.0,0.03542065620422363,17677.0
naive_nbr,0.010900735855102539,0.0,contact,0.0,0.9146068096160889,0.00016188621520996094,8179.0,88.91015625,0.8495783805847168,8179.0,0.0,8421.0,242.0,4.0,0.9144418239593506,0.0,0.035999298095703125,8179.0
improved_nbr_simple,0.010966300964355469,0.0,contact,0.0,0.9474461078643799,0.00011277198791503906,8183.0,88.765625,0.8221771717071533,8183.0,0.0,8183.0,242.0,4.0,0.947329044342041,0.0,0.037044525146484375,8183.0
improved_nbr_simple,0.00561833381652832,0.0,enron,0.0,0.34699034690856934,0.002326488494873047,4983.0,115.3515625,0.2033863067626953,4983.0,0.0,4983.0,4423.0,4.0,0.34466052055358887,0.0,0.03581690788269043,17677.0
improved_nbr_simple,0.005579233169555664,0.0,enron,0.0,0.3484764099121094,0.002292156219482422,4983.0,113.03125,0.20486783981323242,4983.0,0.0,4983.0,4423.0,4.0,0.34618163108825684,0.0,0.03580904006958008,17677.0
naive_nbr,0.010960102081298828,0.0,contact,0.0,0.9268174171447754,0.00018668174743652344,8179.0,93.3203125,0.8609580993652344,8179.0,0.0,8421.0,242.0,4.0,0.9266290664672852,0.0,0.036307334899902344,8179.0
